Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ADX,Volume BTC
2019-05-07,ADXBTC,2.44e-05,2.455e-05,2.32e-05,2.349e-05,611958.0,14.56
2019-05-06,ADXBTC,2.338e-05,2.486e-05,2.336e-05,2.44e-05,2502423.0,60.87
2019-05-05,ADXBTC,2.361e-05,2.4e-05,2.332e-05,2.338e-05,640491.0,15.16
2019-05-04,ADXBTC,2.449e-05,2.459e-05,2.308e-05,2.361e-05,1221930.0,29.01
2019-05-03,ADXBTC,2.541e-05,2.581e-05,2.413e-05,2.449e-05,1766260.0,43.91
2019-05-02,ADXBTC,2.587e-05,2.596e-05,2.532e-05,2.541e-05,748938.0,19.18
2019-05-01,ADXBTC,2.626e-05,2.642e-05,2.544e-05,2.587e-05,876858.0,22.73
2019-04-30,ADXBTC,2.588e-05,2.644e-05,2.53e-05,2.626e-05,2147003.0,55.55
2019-04-29,ADXBTC,2.666e-05,2.797e-05,2.583e-05,2.588e-05,1996976.0,53.33
2019-04-28,ADXBTC,2.776e-05,2.834e-05,2.63e-05,2.666e-05,1241856.0,34.05
2019-04-27,ADXBTC,2.67e-05,2.789e-05,2.67e-05,2.776e-05,674737.0,18.48
2019-04-26,ADXBTC,2.779e-05,2.78e-05,2.653e-05,2.67e-05,972900.0,26.33
2019-04-25,ADXBTC,2.888e-05,3.1e-05,2.769e-05,2.779e-05,3248379.0,94.79
2019-04-24,ADXBTC,3.172e-05,3.202e-05,2.781e-05,2.888e-05,2489734.0,73.08
2019-04-23,ADXBTC,3.377e-05,3.377e-05,3.131e-05,3.172e-05,2137604.0,69.09
2019-04-22,ADXBTC,3.363e-05,3.489e-05,3.244e-05,3.377e-05,3345420.0,112.91
2019-04-21,ADXBTC,3.273e-05,3.511e-05,3.123e-05,3.363e-05,2691759.0,89.49
2019-04-20,ADXBTC,3.369e-05,3.539e-05,3.262e-05,3.273e-05,3292460.0,112.08
2019-04-19,ADXBTC,3.237e-05,3.369e-05,3.203e-05,3.369e-05,2105219.0,69.41
2019-04-18,ADXBTC,3.256e-05,3.271e-05,3.2e-05,3.237e-05,1047492.0,33.78
2019-04-17,ADXBTC,3.16e-05,3.301e-05,3.092e-05,3.256e-05,2049786.0,65.94
2019-04-16,ADXBTC,3.233e-05,3.333e-05,3.121e-05,3.16e-05,1746100.0,56.07
2019-04-15,ADXBTC,3.321e-05,3.379e-05,3.172e-05,3.233e-05,1800599.0,59.29
2019-04-14,ADXBTC,3.224e-05,3.402e-05,3.203e-05,3.321e-05,2327213.0,77.22
2019-04-13,ADXBTC,3.303e-05,3.335e-05,3.216e-05,3.224e-05,2238118.0,73.2
2019-04-12,ADXBTC,3.273e-05,3.398e-05,3.112e-05,3.303e-05,6234515.0,204.75
2019-04-11,ADXBTC,3.338e-05,3.82e-05,3.138e-05,3.273e-05,21404249.0,749.59
2019-04-10,ADXBTC,3.228e-05,3.696e-05,3.215e-05,3.338e-05,9866991.0,337.9
2019-04-09,ADXBTC,3.273e-05,3.731e-05,3.1e-05,3.228e-05,7309312.0,247.61
2019-04-08,ADXBTC,3.497e-05,3.498e-05,3.262e-05,3.273e-05,1839175.0,61.48
2019-04-07,ADXBTC,3.484e-05,3.539e-05,3.43e-05,3.497e-05,1252357.0,43.57
2019-04-06,ADXBTC,3.669e-05,3.689e-05,3.377e-05,3.484e-05,2360808.0,83.23
2019-04-05,ADXBTC,3.511e-05,3.749e-05,3.445e-05,3.669e-05,3935013.0,142.82
2019-04-04,ADXBTC,3.366e-05,3.517e-05,3.351e-05,3.511e-05,2009166.0,68.89
2019-04-03,ADXBTC,3.545e-05,3.604e-05,3.281e-05,3.366e-05,4533946.0,156.77
2019-04-02,ADXBTC,3.942e-05,3.971e-05,3.236e-05,3.545e-05,8314858.0,300.04
2019-04-01,ADXBTC,4.0e-05,4.121e-05,3.911e-05,3.942e-05,3572293.0,143.69
2019-03-19,ADXBTC,3.562e-05,3.593e-05,3.534e-05,3.549e-05,177216.0,6.31
2019-03-18,ADXBTC,3.699e-05,3.707e-05,3.519e-05,3.562e-05,1263632.0,45.36
2019-03-17,ADXBTC,3.615e-05,3.8e-05,3.57e-05,3.699e-05,1510239.0,55.86
2019-03-16,ADXBTC,3.74e-05,3.751e-05,3.561e-05,3.615e-05,1526662.0,55.55
2019-03-15,ADXBTC,3.73e-05,3.834e-05,3.68e-05,3.74e-05,1857150.0,69.48
2019-03-14,ADXBTC,3.599e-05,3.86e-05,3.564e-05,3.73e-05,4607809.0,171.09
2019-03-13,ADXBTC,3.699e-05,3.734e-05,3.56e-05,3.599e-05,2537912.0,92.06
2019-03-12,ADXBTC,3.703e-05,4.441e-05,3.563e-05,3.699e-05,17584235.0,686.24
2019-03-11,ADXBTC,3.567e-05,3.825e-05,3.333e-05,3.703e-05,10319855.0,372.4
2019-03-10,ADXBTC,3.347e-05,3.675e-05,3.346e-05,3.567e-05,4754277.0,167.27
2019-03-09,ADXBTC,3.26e-05,3.441e-05,3.244e-05,3.347e-05,2946480.0,99.15
2019-03-08,ADXBTC,3.422e-05,3.45e-05,3.233e-05,3.26e-05,3136745.0,103.92
2019-03-07,ADXBTC,3.214e-05,3.514e-05,3.136e-05,3.422e-05,6812297.0,230.76
2019-03-06,ADXBTC,3.267e-05,3.33e-05,3.182e-05,3.214e-05,1688946.0,54.95
2019-03-05,ADXBTC,3.09e-05,3.3e-05,3.08e-05,3.267e-05,3015589.0,96.43
2019-03-04,ADXBTC,3.205e-05,3.23e-05,2.969e-05,3.09e-05,2029772.0,62.87
2019-03-03,ADXBTC,3.296e-05,3.301e-05,3.171e-05,3.205e-05,1209590.0,39.11
2019-03-02,ADXBTC,3.34e-05,3.348e-05,3.2e-05,3.296e-05,1463977.0,47.73
2019-03-01,ADXBTC,3.475e-05,3.533e-05,3.255e-05,3.34e-05,3828779.0,128.41
2019-02-28,ADXBTC,3.086e-05,3.494e-05,3.06e-05,3.475e-05,10658522.0,350.94
2019-02-27,ADXBTC,3.2e-05,3.242e-05,3.047e-05,3.086e-05,2967450.0,92.85
2019-02-26,ADXBTC,3.033e-05,3.297e-05,3.032e-05,3.2e-05,5972816.0,189.13
2019-02-25,ADXBTC,2.955e-05,3.074e-05,2.859e-05,3.033e-05,2590005.0,77.12
2019-02-24,ADXBTC,3.028e-05,3.354e-05,2.922e-05,2.955e-05,5864185.0,181.91
2019-02-23,ADXBTC,3.018e-05,3.152e-05,2.999e-05,3.028e-05,3674626.0,113.26
2019-02-22,ADXBTC,3.02e-05,3.027e-05,2.957e-05,3.018e-05,1126336.0,33.64
2019-02-21,ADXBTC,3.152e-05,3.175e-05,2.933e-05,3.02e-05,2172582.0,65.48
2019-02-20,ADXBTC,3.013e-05,3.239e-05,3.002e-05,3.152e-05,4287984.0,134.06
2019-02-19,ADXBTC,3.115e-05,3.205e-05,2.962e-05,3.013e-05,2491991.0,75.41
2019-02-18,ADXBTC,3.39e-05,3.4e-05,3.069e-05,3.115e-05,3615035.0,114.56
2019-02-17,ADXBTC,3.221e-05,3.91e-05,3.12e-05,3.39e-05,19341569.0,661.49
2019-02-16,ADXBTC,2.958e-05,3.373e-05,2.932e-05,3.221e-05,6123949.0,192.68
2019-02-15,ADXBTC,2.97e-05,3.004e-05,2.901e-05,2.958e-05,1153614.0,33.95
2019-02-14,ADXBTC,3.021e-05,3.058e-05,2.963e-05,2.97e-05,873133.0,26.08
2019-02-13,ADXBTC,3.108e-05,3.119e-05,2.977e-05,3.021e-05,1373849.0,41.59
2019-02-12,ADXBTC,3.156e-05,3.339e-05,2.991e-05,3.108e-05,3698012.0,114.47
2019-02-11,ADXBTC,3.023e-05,3.177e-05,2.965e-05,3.156e-05,4298134.0,133.13
2019-02-10,ADXBTC,3.054e-05,3.29e-05,2.87e-05,3.023e-05,5983865.0,181.44
2019-02-09,ADXBTC,3.115e-05,3.222e-05,2.965e-05,3.054e-05,7967443.0,244.75
2019-02-08,ADXBTC,2.876e-05,4.45e-05,2.876e-05,3.115e-05,42152567.0,1587.43
2019-02-07,ADXBTC,2.72e-05,3.046e-05,2.699e-05,2.876e-05,4566283.0,131.17
2019-02-06,ADXBTC,2.646e-05,2.744e-05,2.586e-05,2.72e-05,1630558.0,43.43
2019-02-05,ADXBTC,2.625e-05,2.81e-05,2.592e-05,2.646e-05,2873641.0,77.36
2019-02-04,ADXBTC,2.608e-05,2.65e-05,2.585e-05,2.625e-05,731288.0,19.11
2019-02-03,ADXBTC,2.712e-05,2.813e-05,2.602e-05,2.608e-05,2277333.0,61.66
2019-02-02,ADXBTC,2.613e-05,2.761e-05,2.606e-05,2.712e-05,1526053.0,41.1
2019-02-01,ADXBTC,2.57e-05,2.643e-05,2.555e-05,2.613e-05,518541.0,13.52
2019-01-31,ADXBTC,2.717e-05,2.729e-05,2.533e-05,2.57e-05,776721.0,20.23
2019-01-30,ADXBTC,2.693e-05,2.774e-05,2.629e-05,2.717e-05,1284082.0,34.66
2019-01-29,ADXBTC,2.619e-05,2.763e-05,2.584e-05,2.693e-05,1760700.0,47.2
2019-01-28,ADXBTC,2.717e-05,2.742e-05,2.52e-05,2.619e-05,1530239.0,39.8
2019-01-27,ADXBTC,2.871e-05,2.877e-05,2.687e-05,2.717e-05,1727087.0,47.49
2019-01-26,ADXBTC,2.907e-05,3.025e-05,2.832e-05,2.871e-05,3828302.0,111.9
2019-01-25,ADXBTC,3.042e-05,3.069e-05,2.86e-05,2.907e-05,2274397.0,66.73
2019-01-24,ADXBTC,2.988e-05,3.134e-05,2.91e-05,3.042e-05,3851879.0,116.06
2019-01-23,ADXBTC,2.966e-05,3.421e-05,2.8e-05,2.988e-05,14681670.0,460.78
2019-01-22,ADXBTC,2.892e-05,3.318e-05,2.827e-05,2.966e-05,12725039.0,387.91
2019-01-21,ADXBTC,2.905e-05,3.016e-05,2.76e-05,2.892e-05,4357367.0,125.5
2019-01-20,ADXBTC,3.023e-05,3.243e-05,2.797e-05,2.905e-05,6480945.0,191.33
2019-01-19,ADXBTC,2.684e-05,3.78e-05,2.669e-05,3.023e-05,22307372.0,699.07
2019-01-18,ADXBTC,2.788e-05,2.798e-05,2.61e-05,2.684e-05,1575865.0,42.3
2019-01-17,ADXBTC,2.653e-05,2.9e-05,2.629e-05,2.788e-05,3773475.0,103.74
2019-01-16,ADXBTC,2.621e-05,2.676e-05,2.594e-05,2.653e-05,682384.0,18.0
2019-01-15,ADXBTC,2.542e-05,2.678e-05,2.51e-05,2.621e-05,1717465.0,44.66
2019-01-14,ADXBTC,2.472e-05,2.59e-05,2.422e-05,2.542e-05,2181942.0,54.94
2019-01-13,ADXBTC,2.521e-05,2.56e-05,2.448e-05,2.472e-05,706503.0,17.69
2019-01-12,ADXBTC,2.495e-05,2.541e-05,2.477e-05,2.521e-05,356987.0,8.96
2019-01-11,ADXBTC,2.536e-05,2.59e-05,2.473e-05,2.495e-05,723414.0,18.15
2019-01-10,ADXBTC,2.724e-05,2.743e-05,2.45e-05,2.536e-05,1284511.0,32.96
2019-01-09,ADXBTC,2.681e-05,2.78e-05,2.667e-05,2.724e-05,1038845.0,28.36
2019-01-08,ADXBTC,2.737e-05,2.834e-05,2.658e-05,2.681e-05,1816857.0,49.79
2019-01-07,ADXBTC,2.741e-05,2.752e-05,2.693e-05,2.737e-05,637930.0,17.35
2019-01-06,ADXBTC,2.833e-05,2.897e-05,2.703e-05,2.741e-05,962604.0,26.85
2019-01-05,ADXBTC,2.84e-05,2.93e-05,2.805e-05,2.833e-05,452701.0,12.9
2019-01-04,ADXBTC,2.796e-05,2.96e-05,2.786e-05,2.84e-05,1281902.0,36.78
2019-01-03,ADXBTC,2.794e-05,2.9e-05,2.68e-05,2.796e-05,1380803.0,38.29
2019-01-02,ADXBTC,2.733e-05,2.86e-05,2.71e-05,2.794e-05,1276491.0,35.64
2019-01-01,ADXBTC,2.579e-05,2.82e-05,2.579e-05,2.733e-05,3019146.0,82.07
2018-12-31,ADXBTC,2.642e-05,2.726e-05,2.549e-05,2.579e-05,815996.0,21.18
2018-12-30,ADXBTC,2.634e-05,2.716e-05,2.6e-05,2.642e-05,743592.0,19.77
2018-12-29,ADXBTC,2.661e-05,2.682e-05,2.582e-05,2.634e-05,720432.0,18.88
2018-12-28,ADXBTC,2.597e-05,2.858e-05,2.548e-05,2.661e-05,1599706.0,42.62
2018-12-27,ADXBTC,2.68e-05,2.707e-05,2.567e-05,2.597e-05,472867.0,12.34
2018-12-26,ADXBTC,2.685e-05,2.743e-05,2.621e-05,2.68e-05,661923.0,17.68
2018-12-25,ADXBTC,2.83e-05,2.833e-05,2.602e-05,2.685e-05,827136.0,22.23
2018-12-24,ADXBTC,2.846e-05,2.979e-05,2.74e-05,2.83e-05,1959601.0,55.58
2018-12-23,ADXBTC,2.725e-05,2.965e-05,2.66e-05,2.846e-05,3192539.0,89.25
2018-12-22,ADXBTC,2.562e-05,2.82e-05,2.562e-05,2.725e-05,2279934.0,61.33
2018-12-21,ADXBTC,2.655e-05,2.682e-05,2.446e-05,2.562e-05,2293091.0,58.23
2018-12-20,ADXBTC,2.732e-05,2.816e-05,2.531e-05,2.655e-05,2650873.0,69.88
2018-12-19,ADXBTC,2.669e-05,2.913e-05,2.613e-05,2.732e-05,2290425.0,62.26
2018-12-18,ADXBTC,2.72e-05,2.72e-05,2.6e-05,2.669e-05,1246716.0,33.16
2018-12-17,ADXBTC,2.605e-05,3.033e-05,2.595e-05,2.72e-05,4697538.0,132.81
2018-12-16,ADXBTC,2.6e-05,2.681e-05,2.556e-05,2.605e-05,639615.0,16.68
2018-12-15,ADXBTC,2.653e-05,2.653e-05,2.538e-05,2.6e-05,495174.0,12.85
2018-12-14,ADXBTC,2.666e-05,2.852e-05,2.603e-05,2.653e-05,1176302.0,31.95
2018-12-13,ADXBTC,2.694e-05,2.83e-05,2.65e-05,2.666e-05,1165988.0,31.7
2018-12-12,ADXBTC,2.708e-05,2.708e-05,2.57e-05,2.694e-05,1218528.0,31.82
2018-12-11,ADXBTC,2.925e-05,2.925e-05,2.592e-05,2.713e-05,2128341.0,57.14
2018-12-10,ADXBTC,2.62e-05,3.181e-05,2.615e-05,2.925e-05,9025146.0,260.44
2018-12-09,ADXBTC,2.516e-05,2.634e-05,2.459e-05,2.62e-05,704704.0,17.89
2018-12-08,ADXBTC,2.571e-05,2.621e-05,2.442e-05,2.516e-05,777731.0,19.51
2018-12-07,ADXBTC,2.656e-05,2.708e-05,2.372e-05,2.571e-05,2045282.0,50.88
2018-12-06,ADXBTC,2.927e-05,3.111e-05,2.578e-05,2.656e-05,2414993.0,67.49
2018-12-05,ADXBTC,2.97e-05,2.972e-05,2.79e-05,2.927e-05,2178211.0,62.37
2018-12-04,ADXBTC,2.809e-05,3.751e-05,2.809e-05,2.97e-05,14170661.0,458.47
2018-12-03,ADXBTC,2.99e-05,2.995e-05,2.71e-05,2.809e-05,3089401.0,86.05
2018-12-02,ADXBTC,3.39e-05,3.41e-05,2.855e-05,2.99e-05,8009672.0,241.77
2018-12-01,ADXBTC,2.368e-05,4.035e-05,2.368e-05,3.39e-05,30605400.0,1051.97
2018-11-30,ADXBTC,2.466e-05,2.467e-05,2.28e-05,2.357e-05,1082194.0,25.58
2018-11-29,ADXBTC,2.542e-05,2.57e-05,2.397e-05,2.466e-05,1971201.0,49.03
2018-11-28,ADXBTC,2.496e-05,2.922e-05,2.41e-05,2.542e-05,5566291.0,143.45
2018-11-27,ADXBTC,2.21e-05,2.613e-05,2.15e-05,2.496e-05,1978003.0,46.24
2018-11-26,ADXBTC,2.175e-05,2.41e-05,2.142e-05,2.21e-05,2111645.0,47.19
2018-11-25,ADXBTC,2.223e-05,2.242e-05,2.064e-05,2.175e-05,1538229.0,32.92
2018-11-24,ADXBTC,2.25e-05,2.487e-05,2.178e-05,2.223e-05,3433746.0,80.04
2018-11-23,ADXBTC,2.195e-05,2.713e-05,2.106e-05,2.25e-05,8173296.0,199.16
2018-11-22,ADXBTC,2.293e-05,2.45e-05,2.18e-05,2.195e-05,1373232.0,31.71
2018-11-21,ADXBTC,2.234e-05,2.418e-05,2.14e-05,2.293e-05,1716625.0,39.53
2018-11-20,ADXBTC,2.324e-05,2.379e-05,1.907e-05,2.234e-05,1983969.0,42.62
2018-11-19,ADXBTC,2.699e-05,2.735e-05,2.223e-05,2.324e-05,1335458.0,32.35
2018-11-18,ADXBTC,2.622e-05,2.765e-05,2.612e-05,2.699e-05,658502.0,17.59
2018-11-17,ADXBTC,2.591e-05,2.684e-05,2.499e-05,2.622e-05,536035.0,13.9
2018-11-16,ADXBTC,2.673e-05,2.731e-05,2.575e-05,2.591e-05,602921.0,16.01
2018-11-15,ADXBTC,2.778e-05,2.971e-05,2.549e-05,2.673e-05,972368.0,26.49
2018-11-14,ADXBTC,3.088e-05,3.096e-05,2.597e-05,2.778e-05,1894785.0,53.6
2018-11-13,ADXBTC,3.276e-05,3.347e-05,3.065e-05,3.088e-05,779992.0,25.07
2018-11-12,ADXBTC,3.372e-05,3.382e-05,3.205e-05,3.276e-05,1491494.0,48.77
2018-11-11,ADXBTC,3.319e-05,3.64e-05,3.3e-05,3.372e-05,2852179.0,98.93
2018-11-10,ADXBTC,3.273e-05,3.384e-05,3.268e-05,3.319e-05,309547.0,10.24
2018-11-09,ADXBTC,3.302e-05,3.39e-05,3.254e-05,3.273e-05,571271.0,18.91
2018-11-08,ADXBTC,3.398e-05,3.438e-05,3.298e-05,3.302e-05,511172.0,17.15
2018-11-07,ADXBTC,3.33e-05,3.458e-05,3.281e-05,3.398e-05,997697.0,33.74
2018-11-06,ADXBTC,3.381e-05,3.381e-05,3.228e-05,3.33e-05,1099827.0,36.15
2018-11-05,ADXBTC,3.503e-05,3.526e-05,3.335e-05,3.381e-05,748396.0,25.49
2018-11-04,ADXBTC,3.54e-05,3.603e-05,3.402e-05,3.503e-05,1318725.0,45.75
2018-11-03,ADXBTC,3.601e-05,3.621e-05,3.48e-05,3.54e-05,858726.0,30.37
2018-11-02,ADXBTC,3.661e-05,3.715e-05,3.584e-05,3.601e-05,1251560.0,45.69
