Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XEM,Volume BTC
2019-07-03,XEMBTC,8.2e-06,8.2e-06,7.9e-06,8.03e-06,13663.04,0.1103
2019-07-02,XEMBTC,8.62e-06,8.78e-06,8.17e-06,8.2e-06,63066.81,0.5422
2019-07-01,XEMBTC,8.26e-06,8.74e-06,8.26e-06,8.62e-06,16528.24,0.1411
2019-06-30,XEMBTC,8.19e-06,8.43e-06,8.18e-06,8.26e-06,19192.31,0.1593
2019-06-29,XEMBTC,7.89e-06,8.26e-06,7.82e-06,8.19e-06,24437.9,0.1972
2019-06-28,XEMBTC,7.93e-06,8.56e-06,7.89e-06,7.89e-06,53603.09,0.4399
2019-06-27,XEMBTC,7.66e-06,8.16e-06,7.57e-06,7.93e-06,77305.1,0.6015
2019-06-26,XEMBTC,7.91e-06,8.44e-06,7.4e-06,7.66e-06,124957.96,0.9946
2019-06-25,XEMBTC,8.27e-06,8.4e-06,7.91e-06,7.91e-06,43287.97,0.3492
2019-06-24,XEMBTC,8.31e-06,8.54e-06,8.24e-06,8.27e-06,15082.79,0.1253
2019-06-23,XEMBTC,8.7e-06,8.97e-06,8.31e-06,8.31e-06,18888.8,0.1633
2019-06-22,XEMBTC,8.98e-06,8.98e-06,8.16e-06,8.7e-06,42414.64,0.3619
2019-06-21,XEMBTC,9.02e-06,9.02e-06,8.77e-06,8.98e-06,8390.08,0.07487
2019-06-20,XEMBTC,9.44e-06,9.67e-06,8.99e-06,9.02e-06,17554.88,0.1637
2019-06-19,XEMBTC,9.57e-06,9.61e-06,9.4e-06,9.44e-06,35299.91,0.3348
2019-06-18,XEMBTC,9.73e-06,9.73e-06,9.5e-06,9.57e-06,7657.97,0.07332
2019-06-17,XEMBTC,9.77e-06,1.0e-05,9.67e-06,9.73e-06,16356.98,0.1603
2019-06-16,XEMBTC,9.88e-06,9.94e-06,9.57e-06,9.77e-06,26536.84,0.2581
2019-06-15,XEMBTC,9.86e-06,1.0e-05,9.86e-06,9.88e-06,12994.07,0.1283
2019-06-14,XEMBTC,1.038e-05,1.058e-05,9.76e-06,9.86e-06,42448.43,0.4401
2019-06-13,XEMBTC,1.061e-05,1.062e-05,1.034e-05,1.038e-05,31564.22,0.33
2019-06-12,XEMBTC,1.05e-05,1.079e-05,1.047e-05,1.061e-05,18945.49,0.2031
2019-06-11,XEMBTC,1.05e-05,1.072e-05,1.049e-05,1.05e-05,22255.14,0.2361
2019-06-10,XEMBTC,1.067e-05,1.083e-05,1.049e-05,1.05e-05,17718.29,0.1898
2019-06-09,XEMBTC,1.08e-05,1.082e-05,1.056e-05,1.067e-05,7171.28,0.07661
2019-06-08,XEMBTC,1.105e-05,1.105e-05,1.067e-05,1.08e-05,6020.41,0.06499
2019-06-07,XEMBTC,1.067e-05,1.132e-05,1.064e-05,1.105e-05,27494.8,0.2975
2019-06-06,XEMBTC,1.066e-05,1.067e-05,1.047e-05,1.067e-05,12857.7,0.1367
2019-06-05,XEMBTC,1.095e-05,1.095e-05,1.047e-05,1.066e-05,233018.82,2.48
2019-06-04,XEMBTC,1.066e-05,1.098e-05,1.046e-05,1.095e-05,280578.63,3.0
2019-06-03,XEMBTC,1.087e-05,1.129e-05,1.057e-05,1.066e-05,363517.95,3.96
2019-06-02,XEMBTC,1.101e-05,1.11e-05,1.07e-05,1.087e-05,24617.61,0.2704
2019-06-01,XEMBTC,1.126e-05,1.128e-05,1.09e-05,1.101e-05,25703.5,0.2861
2019-05-31,XEMBTC,1.087e-05,1.225e-05,1.035e-05,1.126e-05,49908.95,0.5443
2019-05-30,XEMBTC,1.049e-05,1.134e-05,1.031e-05,1.087e-05,75395.47,0.8198
2019-05-29,XEMBTC,1.043e-05,1.062e-05,1.016e-05,1.049e-05,18754.84,0.1956
2019-05-28,XEMBTC,1.03e-05,1.047e-05,1.017e-05,1.043e-05,10935.2,0.1127
2019-05-27,XEMBTC,9.99e-06,1.065e-05,9.92e-06,1.03e-05,33552.5,0.3447
2019-05-26,XEMBTC,1.039e-05,1.039e-05,9.87e-06,9.99e-06,36163.22,0.3692
2019-05-25,XEMBTC,1.07e-05,1.07e-05,1.039e-05,1.039e-05,24397.0,0.2598
2019-05-24,XEMBTC,1.024e-05,1.087e-05,1.024e-05,1.07e-05,32452.68,0.3474
