Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
2019-08-07 03-AM,ETHUSD,225.84,226.15,224.99,225.39,34.29,7741.73
2019-08-07 02-AM,ETHUSD,225.19,226.29,224.84,225.84,79.88,18021.32
2019-08-07 01-AM,ETHUSD,224.71,225.69,224.5,225.19,74.27,16720.46
2019-08-07 12-AM,ETHUSD,225.19,225.65,224.23,224.71,78.72,17699.66
2019-08-06 11-PM,ETHUSD,223.8,225.49,223.49,225.19,56.27,12647.97
2019-08-06 10-PM,ETHUSD,223.61,224.36,223,223.8,84.97,19012.76
2019-08-06 09-PM,ETHUSD,225.07,225.07,222.75,223.61,160.85,35988.34
2019-08-06 08-PM,ETHUSD,226.66,226.96,224.22,225.07,114.88,25916.2
2019-08-06 07-PM,ETHUSD,227.65,228.61,226,226.66,90.47,20560.14
2019-08-06 06-PM,ETHUSD,227.98,228.07,227,227.65,75.92,17277.56
2019-08-06 05-PM,ETHUSD,228.32,228.9,227.98,227.98,85.86,19603.42
2019-08-06 04-PM,ETHUSD,226.36,228.34,226.17,228.32,84.2,19155.91
2019-08-06 03-PM,ETHUSD,227.56,227.7,226.13,226.36,84.75,19245.18
2019-08-06 02-PM,ETHUSD,227.76,228.34,226.89,227.56,128.51,29266.5
2019-08-06 01-PM,ETHUSD,224.23,228,224.23,227.76,129.42,29382.44
2019-08-06 12-PM,ETHUSD,227.51,228.31,224.22,224.23,181.16,40982.96
2019-08-06 11-AM,ETHUSD,230.37,230.37,227.5,227.51,100.58,22994.53
2019-08-06 10-AM,ETHUSD,233,237,228,230.37,265.67,61819.17
2019-08-06 09-AM,ETHUSD,232.13,233.5,232,233,97.14,22608.91
2019-08-06 08-AM,ETHUSD,231.96,232.56,230.59,232.13,128.59,29835.35
2019-08-06 07-AM,ETHUSD,231,233.48,230.99,231.96,147.04,34126.46
2019-08-06 06-AM,ETHUSD,227.84,231.73,227.82,231,140.88,32402.55
2019-08-06 05-AM,ETHUSD,226.85,228.62,226.45,227.84,90.39,20577.7
2019-08-06 04-AM,ETHUSD,227.93,228.32,226.45,226.85,82.31,18709.2
2019-08-06 03-AM,ETHUSD,228.5,228.58,227.38,227.93,96.55,22032.0
2019-08-06 02-AM,ETHUSD,227.38,228.57,226.49,228.5,89.76,20415.31
2019-08-06 01-AM,ETHUSD,230.31,230.31,226.49,227.38,90.11,20567.55
2019-08-06 12-AM,ETHUSD,232.31,232.49,229.3,230.31,100.53,23144.27
2019-08-05 11-PM,ETHUSD,231.23,232.42,230,232.31,81.33,18780.53
2019-08-05 10-PM,ETHUSD,231.27,232,230.6,231.23,76.79,17772.88
2019-08-05 09-PM,ETHUSD,230.56,231.55,230,231.27,80.3,18514.87
2019-08-05 08-PM,ETHUSD,230.12,231.95,230.01,230.56,80.14,18510.27
2019-08-05 07-PM,ETHUSD,232.08,232.11,230.02,230.12,108.53,25073.0
2019-08-05 06-PM,ETHUSD,232,232.83,230.61,232.08,98.21,22758.22
2019-08-05 05-PM,ETHUSD,233.7,234,230.62,232,167.97,39004.53
2019-08-05 04-PM,ETHUSD,231,233.7,230,233.7,111.42,25823.17
2019-08-05 03-PM,ETHUSD,230.44,231,228.5,231,128.09,29414.87
2019-08-05 02-PM,ETHUSD,229.53,230.79,229.3,230.44,91.77,21105.68
2019-08-05 01-PM,ETHUSD,230.82,232.08,229.03,229.53,114.37,26397.49
2019-08-05 12-PM,ETHUSD,231.8,232.81,230.27,230.82,84.01,19447.38
2019-08-05 11-AM,ETHUSD,230.86,234,230.69,231.8,146.58,33994.82
2019-08-05 10-AM,ETHUSD,228.14,232.2,228,230.86,282.14,65212.11
2019-08-05 09-AM,ETHUSD,227.7,228.7,227.1,228.14,109.97,25068.1
2019-08-05 08-AM,ETHUSD,227,227.78,226.31,227.7,120.98,27494.14
2019-08-05 07-AM,ETHUSD,226.32,228.61,226.2,227,132.07,30045.82
2019-08-05 06-AM,ETHUSD,225.81,227.7,225.8,226.32,122.3,27744.74
2019-08-05 05-AM,ETHUSD,227.58,227.58,225.81,225.81,102.14,23142.65
2019-08-05 04-AM,ETHUSD,227.56,228.74,226.75,227.58,103.64,23602.53
2019-08-05 03-AM,ETHUSD,227.83,228.9,226.12,227.56,104.51,23759.07
2019-08-05 02-AM,ETHUSD,226.29,228.5,224.52,227.83,108.92,24620.03
2019-08-05 01-AM,ETHUSD,225.37,227.2,224.69,226.29,127.1,28696.28
2019-08-05 12-AM,ETHUSD,222.05,225.7,221.59,225.37,163.88,36690.56
2019-08-04 11-PM,ETHUSD,221.59,222.17,221.02,222.05,77.31,17129.83
2019-08-04 10-PM,ETHUSD,220.88,222.17,220.46,221.59,93.72,20730.7
2019-08-04 09-PM,ETHUSD,221.2,221.25,220.01,220.88,82.22,18141.56
2019-08-04 08-PM,ETHUSD,220.79,221.25,220.1,221.2,82.38,18176.96
2019-08-04 07-PM,ETHUSD,220.78,221.11,219.7,220.79,90.56,19965.83
2019-08-04 06-PM,ETHUSD,220,221.04,218.93,220.78,97.16,21375.81
2019-08-04 05-PM,ETHUSD,219.98,220.5,218.79,220,94.58,20781.73
2019-08-04 04-PM,ETHUSD,221.5,221.9,219.4,219.98,95.48,21026.09
2019-08-04 03-PM,ETHUSD,221.27,222,220.28,221.5,99.01,21916.28
2019-08-04 02-PM,ETHUSD,219.46,221.56,219.04,221.27,86.54,19048.67
2019-08-04 01-PM,ETHUSD,218.8,219.78,218.35,219.46,82.81,18157.06
2019-08-04 12-PM,ETHUSD,218.79,219.7,218.34,218.8,79.19,17347.74
