Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XEM,Volume BTC
2019-07-03,XEMBTC,8.17e-06,8.22e-06,7.91e-06,7.93e-06,105467.0,0.8438
2019-07-02,XEMBTC,8.55e-06,8.99e-06,8.17e-06,8.17e-06,216141.0,1.85
2019-07-01,XEMBTC,8.4e-06,8.79e-06,8.31e-06,8.55e-06,328583.0,2.798
2019-06-30,XEMBTC,8.25e-06,8.49e-06,8.1e-06,8.4e-06,454433.0,3.794
2019-06-29,XEMBTC,7.78e-06,8.28e-06,7.78e-06,8.25e-06,245380.0,1.974
2019-06-28,XEMBTC,8.0e-06,8.59e-06,7.77e-06,7.78e-06,445300.0,3.605
2019-06-27,XEMBTC,7.55e-06,8.38e-06,7.5e-06,8.0e-06,444850.0,3.447
2019-06-26,XEMBTC,7.8e-06,8.51e-06,7.38e-06,7.55e-06,1058011.0,8.269
2019-06-25,XEMBTC,8.14e-06,8.42e-06,7.76e-06,7.8e-06,200832.0,1.604
2019-06-24,XEMBTC,8.64e-06,8.68e-06,8.14e-06,8.14e-06,193142.0,1.617
2019-06-23,XEMBTC,8.55e-06,8.87e-06,8.49e-06,8.64e-06,184140.0,1.596
2019-06-22,XEMBTC,8.69e-06,8.96e-06,8.11e-06,8.55e-06,615478.0,5.21
2019-06-21,XEMBTC,9.0e-06,9.3e-06,8.69e-06,8.69e-06,98821.0,0.8825
2019-06-20,XEMBTC,9.33e-06,9.49e-06,9.0e-06,9.0e-06,470927.0,4.261
2019-06-19,XEMBTC,9.31e-06,9.57e-06,9.31e-06,9.33e-06,29146.0,0.277
2019-06-18,XEMBTC,9.85e-06,9.85e-06,9.31e-06,9.31e-06,273206.0,2.576
2019-06-17,XEMBTC,9.93e-06,1.0e-05,9.51e-06,9.85e-06,168206.0,1.65
2019-06-16,XEMBTC,9.65e-06,9.94e-06,9.23e-06,9.93e-06,197246.0,1.903
2019-06-15,XEMBTC,9.8e-06,1.001e-05,9.6e-06,9.65e-06,273062.0,2.664
2019-06-14,XEMBTC,1.021e-05,1.059e-05,9.68e-06,9.8e-06,313531.0,3.245
2019-06-13,XEMBTC,1.061e-05,1.065e-05,1.021e-05,1.021e-05,182294.0,1.919
2019-06-12,XEMBTC,1.046e-05,1.07e-05,1.046e-05,1.061e-05,166871.0,1.76
2019-06-11,XEMBTC,1.045e-05,1.072e-05,1.045e-05,1.046e-05,54197.0,0.5731
2019-06-10,XEMBTC,1.052e-05,1.079e-05,1.045e-05,1.045e-05,51893.0,0.5495
2019-06-09,XEMBTC,1.068e-05,1.089e-05,1.046e-05,1.052e-05,266997.0,2.83
2019-06-08,XEMBTC,1.087e-05,1.097e-05,1.059e-05,1.068e-05,335768.0,3.609
2019-06-07,XEMBTC,1.067e-05,1.102e-05,1.054e-05,1.087e-05,905320.0,9.68
2019-06-06,XEMBTC,1.065e-05,1.089e-05,1.042e-05,1.067e-05,707029.0,7.51
2019-06-05,XEMBTC,1.06e-05,1.095e-05,1.04e-05,1.065e-05,1202469.0,12.81
