Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XVG,Volume BTC
2018-07-06 12-AM,XVGBTC,3.75e-06,3.76e-06,3.75e-06,3.76e-06,22000.0,0.08272
2018-07-05 11-PM,XVGBTC,3.75e-06,3.79e-06,3.75e-06,3.75e-06,22000.0,0.08282
2018-07-05 10-PM,XVGBTC,3.79e-06,3.79e-06,3.75e-06,3.75e-06,25000.0,0.09403
2018-07-05 09-PM,XVGBTC,3.73e-06,3.79e-06,3.73e-06,3.79e-06,160000.0,0.6062
2018-07-05 08-PM,XVGBTC,3.73e-06,3.73e-06,3.72e-06,3.73e-06,16000.0,0.05954
2018-07-05 07-PM,XVGBTC,3.74e-06,3.77e-06,3.73e-06,3.73e-06,12000.0,0.04504
2018-07-05 06-PM,XVGBTC,3.78e-06,3.81e-06,3.74e-06,3.74e-06,174000.0,0.6601
2018-07-05 05-PM,XVGBTC,3.8e-06,3.85e-06,3.76e-06,3.78e-06,97000.0,0.3687
2018-07-05 04-PM,XVGBTC,3.81e-06,3.83e-06,3.8e-06,3.8e-06,4000.0,0.01526
2018-07-05 03-PM,XVGBTC,3.81e-06,3.83e-06,3.81e-06,3.81e-06,18000.0,0.06862
2018-07-05 02-PM,XVGBTC,3.87e-06,3.87e-06,3.81e-06,3.81e-06,20000.0,0.07653
2018-07-05 01-PM,XVGBTC,3.85e-06,3.9e-06,3.85e-06,3.87e-06,125000.0,0.4817
2018-07-05 12-PM,XVGBTC,3.88e-06,3.88e-06,3.85e-06,3.85e-06,30000.0,0.1156
2018-07-05 11-AM,XVGBTC,3.92e-06,3.98e-06,3.87e-06,3.88e-06,250000.0,0.9738
2018-07-05 10-AM,XVGBTC,3.93e-06,3.98e-06,3.91e-06,3.92e-06,116000.0,0.4562
2018-07-05 09-AM,XVGBTC,4.01e-06,4.01e-06,3.93e-06,3.93e-06,53000.0,0.2098
2018-07-05 08-AM,XVGBTC,3.99e-06,4.02e-06,3.99e-06,4.01e-06,13000.0,0.05216
2018-07-05 07-AM,XVGBTC,4.0e-06,4.03e-06,3.99e-06,3.99e-06,20000.0,0.08004
2018-07-05 06-AM,XVGBTC,3.98e-06,4.0e-06,3.98e-06,4.0e-06,1000.0,0.004
2018-07-05 05-AM,XVGBTC,3.99e-06,4.02e-06,3.98e-06,3.98e-06,30000.0,0.1202
2018-07-05 04-AM,XVGBTC,4.02e-06,4.02e-06,3.99e-06,3.99e-06,28000.0,0.1118
2018-07-05 03-AM,XVGBTC,4.02e-06,4.02e-06,3.99e-06,4.02e-06,10000.0,0.04011
2018-07-05 02-AM,XVGBTC,4.02e-06,4.02e-06,3.98e-06,4.02e-06,4000.0,0.016
2018-07-05 01-AM,XVGBTC,3.98e-06,4.02e-06,3.98e-06,4.02e-06,37000.0,0.1484
2018-07-05 12-AM,XVGBTC,3.98e-06,4.01e-06,3.98e-06,3.98e-06,5000.0,0.01996
2018-07-04 11-PM,XVGBTC,4.02e-06,4.02e-06,3.98e-06,3.98e-06,2000.0,0.00796
2018-07-04 10-PM,XVGBTC,4.05e-06,4.05e-06,4.02e-06,4.02e-06,35000.0,0.1411
2018-07-04 09-PM,XVGBTC,4.05e-06,4.05e-06,4.01e-06,4.05e-06,70000.0,0.2821
2018-07-04 08-PM,XVGBTC,4.04e-06,4.05e-06,4.02e-06,4.05e-06,50000.0,0.2022
2018-07-04 07-PM,XVGBTC,4.03e-06,4.04e-06,4.01e-06,4.04e-06,6000.0,0.0242
