Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume BTC
2019-07-03 10-AM,BCHBTC,0.0364,0.0364,0.0364,0.0364,0.0,0.0
2019-07-03 09-AM,BCHBTC,0.0364,0.0364,0.0364,0.0364,0.0,0.0
2019-07-03 08-AM,BCHBTC,0.0364,0.0364,0.0364,0.0364,0.0058,0.0002111
2019-07-03 07-AM,BCHBTC,0.0364,0.0364,0.0362,0.0364,0.0974,0.00353
2019-07-03 06-AM,BCHBTC,0.0364,0.0364,0.0364,0.0364,0.0,0.0
2019-07-03 05-AM,BCHBTC,0.0367,0.0367,0.0364,0.0364,10.14,0.3692
2019-07-03 04-AM,BCHBTC,0.0367,0.0367,0.0367,0.0367,0.0,0.0
2019-07-03 03-AM,BCHBTC,0.0367,0.0367,0.0367,0.0367,0.0,0.0
2019-07-03 02-AM,BCHBTC,0.0371,0.0371,0.0367,0.0367,1.0,0.0367
2019-07-03 01-AM,BCHBTC,0.0371,0.0371,0.0371,0.0371,0.131,0.00486
2019-07-03 12-AM,BCHBTC,0.038,0.038,0.0371,0.0371,1.568,0.0583
2019-07-02 11-PM,BCHBTC,0.038,0.038,0.038,0.038,0.0,0.0
2019-07-02 10-PM,BCHBTC,0.038,0.038,0.038,0.038,0.0,0.0
2019-07-02 09-PM,BCHBTC,0.0371,0.038,0.0371,0.038,0.4968,0.01879
2019-07-02 08-PM,BCHBTC,0.0373,0.0373,0.0371,0.0371,1.193,0.04429
2019-07-02 07-PM,BCHBTC,0.0385,0.0385,0.0373,0.0373,1.552,0.05795
2019-07-02 06-PM,BCHBTC,0.0385,0.0385,0.0385,0.0385,0.0,0.0
2019-07-02 05-PM,BCHBTC,0.0385,0.0385,0.0385,0.0385,0.0,0.0
2019-07-02 04-PM,BCHBTC,0.0385,0.0385,0.0385,0.0385,0.0,0.0
2019-07-02 03-PM,BCHBTC,0.0393,0.0393,0.0385,0.0385,0.4816,0.01854
2019-07-02 02-PM,BCHBTC,0.0393,0.0393,0.0393,0.0393,0.0,0.0
2019-07-02 01-PM,BCHBTC,0.0393,0.0393,0.0393,0.0393,0.0,0.0
2019-07-02 12-PM,BCHBTC,0.0396,0.0396,0.0377,0.0393,2.098,0.08086
2019-07-02 11-AM,BCHBTC,0.0393,0.0396,0.0393,0.0396,0.6307,0.02497
2019-07-02 10-AM,BCHBTC,0.0393,0.0393,0.0393,0.0393,0.0,0.0
2019-07-02 09-AM,BCHBTC,0.0387,0.0393,0.0387,0.0393,0.0033,0.0001292
2019-07-02 08-AM,BCHBTC,0.04,0.04,0.0387,0.0387,9.169,0.3573
2019-07-02 07-AM,BCHBTC,0.04,0.04,0.04,0.04,0.0,0.0
2019-07-02 06-AM,BCHBTC,0.04,0.04,0.04,0.04,0.0,0.0
2019-07-02 05-AM,BCHBTC,0.0395,0.04,0.0395,0.04,4.047,0.1615
2019-07-02 04-AM,BCHBTC,0.0398,0.04,0.0395,0.0395,2.992,0.1196
2019-07-02 03-AM,BCHBTC,0.0399,0.0399,0.0398,0.0398,3.001,0.1194
2019-07-02 02-AM,BCHBTC,0.0399,0.0399,0.0399,0.0399,0.0,0.0
2019-07-02 01-AM,BCHBTC,0.0394,0.0399,0.0394,0.0399,0.1,0.003988
2019-07-02 12-AM,BCHBTC,0.0394,0.0394,0.0394,0.0394,0.0,0.0
2019-07-01 11-PM,BCHBTC,0.0389,0.0394,0.0389,0.0394,0.5374,0.02117
2019-07-01 10-PM,BCHBTC,0.0389,0.0389,0.0389,0.0389,0.0,0.0
2019-07-01 09-PM,BCHBTC,0.0389,0.0389,0.0389,0.0389,0.0,0.0
2019-07-01 08-PM,BCHBTC,0.0393,0.0393,0.0389,0.0389,1.992,0.07749
2019-07-01 07-PM,BCHBTC,0.0388,0.0393,0.0388,0.0393,0.001,3.93e-05
2019-07-01 06-PM,BCHBTC,0.0388,0.0388,0.0388,0.0388,0.0,0.0
